,Compound,Media Outlet,Negative,Neutral,Number of Tweets Ago,Positive,Time,Tweet Text
125,-0.872,@CBSNews,0.498,0.386,32,0.116,Sat Apr 21 23:28:59 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
126,0.0,@CBSNews,0.0,1.0,33,0.0,Sat Apr 21 23:28:56 +0000 2018,@CBSNews That will NEVER happen in the US because: https://t.co/UcqjUbWIYt
127,-0.872,@CBSNews,0.498,0.386,34,0.116,Sat Apr 21 23:28:55 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
128,0.0,@CBSNews,0.0,1.0,35,0.0,Sat Apr 21 23:28:55 +0000 2018,@CBSNews I guess DoTard Trump won’t be visiting India anytime soon.
129,0.0,@CBSNews,0.0,1.0,36,0.0,Sat Apr 21 23:28:55 +0000 2018,@TheNicolePowell @_DianeDouglas @dougducey @AZ1Thomas @Noah__Karvelis @FoxNews @abc15 @CBSNews @arizona_sos She los… https://t.co/XOF53DaqAx
130,-0.872,@CBSNews,0.498,0.386,37,0.116,Sat Apr 21 23:28:54 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
131,-0.872,@CBSNews,0.498,0.386,38,0.116,Sat Apr 21 23:28:47 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
132,0.0,@CBSNews,0.0,1.0,39,0.0,Sat Apr 21 23:28:46 +0000 2018,"RT @CBSNews: Former President George H.W. Bush paid tribute to his late wife, former first lady Barbara Bush, in a very simple way: He wore…"
133,0.9062,@CBSNews,0.0,0.58,40,0.42,Sat Apr 21 23:28:44 +0000 2018,"RT @CBSNews: ""Instinctively generous, Barbara and George Bush put country above party, the common good above political gain, and service to…"
134,0.0,@CBSNews,0.0,1.0,41,0.0,Sat Apr 21 23:28:37 +0000 2018,"@CBSNews When it comes down to race war.....most
Whites will be on the side of the whites."
135,-0.4767,@CBSNews,0.22,0.78,42,0.0,Sat Apr 21 23:28:32 +0000 2018,@Hellema @CBSNews Why? Because he would have to acknowledge he was wrong.
136,0.0,@CBSNews,0.0,1.0,43,0.0,Sat Apr 21 23:28:30 +0000 2018,@CBSNews Why hasn’t this always been approved?!
137,-0.872,@CBSNews,0.498,0.386,44,0.116,Sat Apr 21 23:28:29 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
138,-0.872,@CBSNews,0.498,0.386,45,0.116,Sat Apr 21 23:28:24 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
139,0.555,@CBSNews,0.0,0.626,46,0.374,Sat Apr 21 23:28:23 +0000 2018,@CBSNews What class! Glad he’s my president!
140,-0.872,@CBSNews,0.498,0.386,47,0.116,Sat Apr 21 23:28:17 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
141,-0.872,@CBSNews,0.498,0.386,48,0.116,Sat Apr 21 23:28:12 +0000 2018,RT @CBSNews: India approves death penalty for rape of young children https://t.co/34XXgJWzLf https://t.co/FQgveXw0Cz
142,0.0,@CBSNews,0.0,1.0,49,0.0,Sat Apr 21 23:27:58 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
143,0.7269,@CBSNews,0.076,0.643,50,0.281,Sat Apr 21 23:27:56 +0000 2018,RT @CBSNews: NFL quarterback Colin Kaepernick has been honored by Amnesty International for his peaceful protests against racial inequality…
144,-0.4215,@CBSNews,0.172,0.747,51,0.081,Sat Apr 21 23:27:55 +0000 2018,"RT @CBSNews: ""The last time I was with her I asked her about dying. Was she ready to go, was she sad. Without missing a beat she said, 'Jeb…"
145,-0.886,@CBSNews,0.486,0.514,52,0.0,Sat Apr 21 23:27:55 +0000 2018,@CBSNews This was a racist attack on a white man by a black. Where is the outrage
146,0.0,@CBSNews,0.0,1.0,53,0.0,Sat Apr 21 23:27:54 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
147,-0.0516,@CBSNews,0.144,0.72,54,0.136,Sat Apr 21 23:27:51 +0000 2018,@LuvMultimedia @CBSNews There’s a lot of rhetoric encouraging a ban. But even if they are ‘harder’ to get due to mo… https://t.co/1jt3PxnnRJ
148,0.4939,@CBSNews,0.0,0.868,55,0.132,Sat Apr 21 23:27:49 +0000 2018,"RT @CBSNews: A 17-year-old girl came within inches of her life when a friend jokingly pushed her in front of a moving bus, demonstrating ju…"
149,0.0,@CBSNews,0.0,1.0,56,0.0,Sat Apr 21 23:27:38 +0000 2018,RT @GregSherrow: @frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle @chicagotribune @sf…
150,0.0,@CBSNews,0.0,1.0,57,0.0,Sat Apr 21 23:27:27 +0000 2018,RT @GregSherrow: @frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle @chicagotribune @sf…
151,0.4588,@CBSNews,0.0,0.727,58,0.273,Sat Apr 21 23:27:27 +0000 2018,@CBSNews Who cares they are both going to jail.
152,0.4939,@CBSNews,0.0,0.814,59,0.186,Sat Apr 21 23:27:10 +0000 2018,"RT @CBSNews: Ocala, Florida school shooting: School resource officer praised for quick actions https://t.co/kjOJCLAemI https://t.co/EqOcg7Z…"
153,0.3182,@CBSNews,0.0,0.901,60,0.099,Sat Apr 21 23:26:55 +0000 2018,RT @CBSNews: A San Antonio charter school has apologized after a teacher asked students in an 8th grade American history class to list the…
154,0.1779,@CBSNews,0.162,0.578,61,0.26,Sat Apr 21 23:26:48 +0000 2018,RT @CBSNews: Roberta Flack leaves Harlem awards show after feeling ill https://t.co/1maFzP1Ha0 https://t.co/sGeZYMC5M8
155,0.0,@CBSNews,0.0,1.0,62,0.0,Sat Apr 21 23:26:41 +0000 2018,@Sport__Addict @CBSNews Currently he's not a quarterback dumbass......
156,0.0,@CBSNews,0.0,1.0,63,0.0,Sat Apr 21 23:26:37 +0000 2018,RT @marc_strydom: @CBSNews So he obviously didn't listen
157,0.3612,@CBSNews,0.0,0.737,64,0.263,Sat Apr 21 23:26:17 +0000 2018,@CBSNews Looks like a line at the golden corral.
158,0.0,@CBSNews,0.0,1.0,65,0.0,Sat Apr 21 23:25:58 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
159,0.0,@CBSNews,0.0,1.0,66,0.0,Sat Apr 21 23:25:47 +0000 2018,@CBSNews Employee of the year👎
160,0.4939,@CBSNews,0.0,0.814,67,0.186,Sat Apr 21 23:25:46 +0000 2018,"RT @CBSNews: Ocala, Florida school shooting: School resource officer praised for quick actions https://t.co/kjOJCLAemI https://t.co/EqOcg7Z…"
161,-0.3802,@CBSNews,0.126,0.874,68,0.0,Sat Apr 21 23:25:42 +0000 2018,RT @TheNicolePowell: @_DianeDouglas You're not standing with teachers? You have just lost my vote in the upcoming elections! #redconstituen…
162,0.0,@CBSNews,0.0,1.0,69,0.0,Sat Apr 21 23:25:26 +0000 2018,RT @bjwinnerdavis: @GregSherrow @frontlinepbs @PBS @NPR @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle @chi…
163,-0.4215,@CBSNews,0.157,0.843,70,0.0,Sat Apr 21 23:25:25 +0000 2018,"RT @CBSNews: President Trump denies report that he privately calls Rod Rosenstein ""Mr. Peepers""
https://t.co/IA6Q6JSVpx https://t.co/S2uK3G…"
164,0.0,@CBSNews,0.0,1.0,71,0.0,Sat Apr 21 23:25:25 +0000 2018,RT @CBSNews: Queen Elizabeth II is marking her 92nd birthday with a star-studded concert in London https://t.co/vp0JR8FrhX https://t.co/a0Q…
165,0.0,@CBSNews,0.0,1.0,72,0.0,Sat Apr 21 23:25:25 +0000 2018,@GregSherrow @frontlinepbs @PBS @NPR @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/1uRi4UDYVa
166,-0.4767,@CBSNews,0.147,0.853,73,0.0,Sat Apr 21 23:25:22 +0000 2018,"RT @CBSNews: UPDATE: At least 10 people were arrested Saturday at a scheduled neo-Nazi rally in Newnan, Georgia https://t.co/dQYrqELYbM htt…"
167,-0.872,@CBSNews,0.398,0.602,74,0.0,Sat Apr 21 23:25:21 +0000 2018,RT @CBSNews: Dad stabbed to death in random attack as daughter sits in lap at restaurant https://t.co/o6WxmPNnI3 https://t.co/OFGx0P7pU7
168,0.0,@CBSNews,0.0,1.0,75,0.0,Sat Apr 21 23:25:19 +0000 2018,@frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/eJfyacShdT
169,0.0,@CBSNews,0.0,1.0,76,0.0,Sat Apr 21 23:25:06 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
170,-0.4767,@CBSNews,0.147,0.853,77,0.0,Sat Apr 21 23:25:00 +0000 2018,"RT @CBSNews: UPDATE: At least 10 people were arrested Saturday at a scheduled neo-Nazi rally in Newnan, Georgia https://t.co/dQYrqELYbM htt…"
171,0.8714,@CBSNews,0.0,0.648,78,0.352,Sat Apr 21 23:24:57 +0000 2018,"RT @CBSNews: Jeb Bush on what he learned from Barbara Bush: ""Be kind, always tell the truth, never disparage anyone, serve others, treat ev…"
172,0.2732,@CBSNews,0.0,0.792,79,0.208,Sat Apr 21 23:24:55 +0000 2018,@LeftVsRightNow @CBSNews There is a certain resemblance. Then again... https://t.co/0I4edZpP9W
173,0.4939,@CBSNews,0.0,0.814,80,0.186,Sat Apr 21 23:24:48 +0000 2018,"RT @CBSNews: Ocala, Florida school shooting: School resource officer praised for quick actions https://t.co/kjOJCLAemI https://t.co/EqOcg7Z…"
174,0.0,@CBSNews,0.0,1.0,81,0.0,Sat Apr 21 23:24:40 +0000 2018,@frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/M5ATHKrtF5
175,0.9203,@CBSNews,0.064,0.451,82,0.485,Sat Apr 21 23:24:33 +0000 2018,"@CBSNews Wow! So so truly sorry about this, may my sending positive thoughts, praying, vibes all along way!"
176,0.0,@CBSNews,0.0,1.0,83,0.0,Sat Apr 21 23:24:23 +0000 2018,@anthonytkaz @ryanj2a @Nibbitz @immerresistdjt @Emma4Change @CNN @MSNBC @nytimes @washingtonpost @CBSNews Only a Ru… https://t.co/hubl4r1EyD
177,-0.9098,@CBSNews,0.472,0.528,84,0.0,Sat Apr 21 23:24:21 +0000 2018,"@DineshDSouza Oh bullshit. Fake news. How could any critical thinker believe this crap! The salivating media, doing… https://t.co/SgNecGKR81"
178,0.0,@CBSNews,0.0,1.0,85,0.0,Sat Apr 21 23:24:18 +0000 2018,@frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/00zhWJuyXh
179,0.0,@CBSNews,0.0,1.0,86,0.0,Sat Apr 21 23:24:15 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
180,0.1779,@CBSNews,0.162,0.578,87,0.26,Sat Apr 21 23:23:55 +0000 2018,RT @CBSNews: Roberta Flack leaves Harlem awards show after feeling ill https://t.co/1maFzP1Ha0 https://t.co/sGeZYMC5M8
181,0.7269,@CBSNews,0.076,0.643,88,0.281,Sat Apr 21 23:23:47 +0000 2018,RT @CBSNews: NFL quarterback Colin Kaepernick has been honored by Amnesty International for his peaceful protests against racial inequality…
182,0.4939,@CBSNews,0.0,0.814,89,0.186,Sat Apr 21 23:23:45 +0000 2018,"RT @CBSNews: Ocala, Florida school shooting: School resource officer praised for quick actions https://t.co/kjOJCLAemI https://t.co/EqOcg7Z…"
183,-0.872,@CBSNews,0.398,0.602,90,0.0,Sat Apr 21 23:23:41 +0000 2018,RT @CBSNews: Dad stabbed to death in random attack as daughter sits in lap at restaurant https://t.co/o6WxmPNnI3 https://t.co/OFGx0P7pU7
184,-0.5766,@CBSNews,0.14,0.86,91,0.0,Sat Apr 21 23:23:38 +0000 2018,"RT @JynErso_2017: This is OUTRAGEOUS.

ICE agents wouldn't escort the DREAMer to his car, where he could have shown them proof of his DACA…"
185,0.4939,@CBSNews,0.0,0.814,92,0.186,Sat Apr 21 23:23:28 +0000 2018,"RT @CBSNews: Ocala, Florida school shooting: School resource officer praised for quick actions https://t.co/kjOJCLAemI https://t.co/EqOcg7Z…"
186,0.765,@CBSNews,0.0,0.345,93,0.655,Sat Apr 21 23:23:27 +0000 2018,@CBSNews God bless him. Have a healthy recovery
187,0.0,@CBSNews,0.0,1.0,94,0.0,Sat Apr 21 23:23:25 +0000 2018,@frontlinepbs @pbs @npr @60Minutes @MeetThePress @MSNBC @latimes @nytimes @washingtonpost @sfchronicle… https://t.co/TvehNyMMEW
188,0.0,@CBSNews,0.0,1.0,95,0.0,Sat Apr 21 23:23:24 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
189,-0.8519,@CBSNews,0.341,0.659,96,0.0,Sat Apr 21 23:22:54 +0000 2018,"@CBSNews My condolences to the family, how devastating. 

Can we talk about mental illness yet? Or about the lack o… https://t.co/3sfOadmCtY"
190,0.0,@CBSNews,0.0,1.0,97,0.0,Sat Apr 21 23:22:44 +0000 2018,"RT @CBSNews: Former President George H.W. Bush paid tribute to his late wife, former first lady Barbara Bush, in a very simple way: He wore…"
191,0.34,@CBSNews,0.0,0.676,98,0.324,Sat Apr 21 23:22:42 +0000 2018,@CBSNews Played any catch lately? 😂😂😂
192,0.0,@CBSNews,0.0,1.0,99,0.0,Sat Apr 21 23:22:41 +0000 2018,"RT @CBSNews: Danny Farquhar, Chicago White Sox pitcher, has brain hemorrhage during game https://t.co/cQX2ugZwIJ https://t.co/4udZPhkZ9P"
193,-0.8623,@CNN,0.336,0.664,0,0.0,Sat Apr 21 23:30:38 +0000 2018,@CNN That's sounds so stupid  Bernie all you do is keep repeating the same crap. The Democrats don't care about peo… https://t.co/jEhLddrIJC
194,-0.765,@CNN,0.398,0.602,1,0.0,Sat Apr 21 23:30:38 +0000 2018,RT @CNN: Syracuse University expels fraternity involved in racist video https://t.co/A4Pc2rhBBO https://t.co/VdbuLOl85M
195,0.0,@CNN,0.0,1.0,2,0.0,Sat Apr 21 23:30:38 +0000 2018,RT @flaboogie: @TDNeliton @Gruvedawg @Luporobert2 @Griffindor57 @sheila06942158 @4AllFreeSpeech @vestonash @TheWantedEmcees @jametteriley @…
196,-0.5106,@CNN,0.155,0.845,3,0.0,Sat Apr 21 23:30:35 +0000 2018,"RT @skramerbyu_82: 💥While #Comey continues on his #HigherLoyalty tour he’s proving himself over&amp;over again2be a liar, leaker &amp; traitor. @CN…"
197,0.0,@CNN,0.0,1.0,4,0.0,Sat Apr 21 23:30:35 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
198,0.8356,@CNN,0.0,0.643,5,0.357,Sat Apr 21 23:30:33 +0000 2018,"@CNN Yes stand up to the liberal bullies, and the elite media! promote free speech, 1st and 2nd amendments"
199,0.5106,@CNN,0.0,0.732,6,0.268,Sat Apr 21 23:30:33 +0000 2018,RT @ChairmanUtley: Retweet if you trust @TheOnion more than @CNN.
200,0.0,@CNN,0.0,1.0,7,0.0,Sat Apr 21 23:30:32 +0000 2018,"RT @jimmy_dore: Hey @murphy_paulp since U wrote a story calling me an ""extremist conpicracy theorist peddler"" cuz I'm anti-war, Y did CNN h…"
201,-0.3182,@CNN,0.176,0.733,8,0.092,Sat Apr 21 23:30:32 +0000 2018,"RT @CNN: ""Money was always a struggle ... I never forgot what it was like to be in a family that struggles financially,"" Sen. Bernie Sander…"
202,-0.6486,@CNN,0.142,0.858,9,0.0,Sat Apr 21 23:30:30 +0000 2018,"RT @CNN: Avicii songs ring out from this Dutch town's bell tower as a tribute to the Swedish artist, who was found dead Friday at the age o…"
203,0.0,@CNN,0.0,1.0,10,0.0,Sat Apr 21 23:30:29 +0000 2018,RT @TDNeliton: @Luporobert2 @Griffindor57 @Gruvedawg @sheila06942158 @4AllFreeSpeech @vestonash @TheWantedEmcees @jametteriley @youre_the_r…
204,-0.765,@CNN,0.398,0.602,11,0.0,Sat Apr 21 23:30:29 +0000 2018,RT @CNN: Syracuse University expels fraternity involved in racist video https://t.co/A4Pc2rhBBO https://t.co/VdbuLOl85M
205,-0.765,@CNN,0.398,0.602,12,0.0,Sat Apr 21 23:30:26 +0000 2018,RT @CNN: Syracuse University expels fraternity involved in racist video https://t.co/A4Pc2rhBBO https://t.co/VdbuLOl85M
206,0.0,@CNN,0.0,1.0,13,0.0,Sat Apr 21 23:30:25 +0000 2018,"RT @jimmy_dore: Hey @murphy_paulp since U wrote a story calling me an ""extremist conpicracy theorist peddler"" cuz I'm anti-war, Y did CNN h…"
207,-0.5267,@CNN,0.167,0.833,14,0.0,Sat Apr 21 23:30:25 +0000 2018,"RT @JordanChariton: .@jimmy_dore—for @cnn, it’s conspiracy when journalists don’t simply believe what govt officials/ agencies tell them be…"
208,-0.3612,@CNN,0.106,0.894,15,0.0,Sat Apr 21 23:30:25 +0000 2018,"RT @CNN: First lady Melania Trump, the Obamas and the Clintons arrive at former first lady Barbara Bush's funeral in Houston https://t.co/0…"
209,-0.765,@CNN,0.398,0.602,16,0.0,Sat Apr 21 23:30:25 +0000 2018,RT @CNN: Syracuse University expels fraternity involved in racist video https://t.co/A4Pc2rhBBO https://t.co/VdbuLOl85M
210,-0.6486,@CNN,0.142,0.858,17,0.0,Sat Apr 21 23:30:24 +0000 2018,"RT @CNN: Avicii songs ring out from this Dutch town's bell tower as a tribute to the Swedish artist, who was found dead Friday at the age o…"
211,-0.5267,@CNN,0.167,0.833,18,0.0,Sat Apr 21 23:30:24 +0000 2018,"RT @JordanChariton: .@jimmy_dore—for @cnn, it’s conspiracy when journalists don’t simply believe what govt officials/ agencies tell them be…"
212,-0.4215,@CNN,0.177,0.823,19,0.0,Sat Apr 21 23:30:22 +0000 2018,@CNN @VanJones68 Whats the odds finding a Jew in New York which is struggling financially....
213,-0.4767,@CNN,0.14,0.86,20,0.0,Sat Apr 21 23:30:21 +0000 2018,"RT @girl4_trump: With the #Mueller investigation unravelling as I type, &amp; #Comey #McCabe going down its gonna get much worse: 
#TrumpDerang…"
214,0.0,@CNN,0.0,1.0,21,0.0,Sat Apr 21 23:30:19 +0000 2018,RT @_CFJ_: @mike_pence @Delo_Taylor @marclamonthill @JoyAnnReid @donlemon @NAACP @BET @OfficialCBC @Kaepernick7 @nflcommish @MalcolmJenkins…
215,-0.6486,@CNN,0.142,0.858,22,0.0,Sat Apr 21 23:30:19 +0000 2018,"RT @CNN: Avicii songs ring out from this Dutch town's bell tower as a tribute to the Swedish artist, who was found dead Friday at the age o…"
216,0.0,@CNN,0.0,1.0,23,0.0,Sat Apr 21 23:30:17 +0000 2018,RT @jimmywhiz: @RoseFromPhila @CNN @VanJones68 @allinwithchris is mesmerized by him also.
217,0.7717,@CNN,0.0,0.749,24,0.251,Sat Apr 21 23:30:15 +0000 2018,@CNN @VanJones68 I love Bernie. Like he said we need to concentrate on the needs of the middle class NOT stuff abou… https://t.co/v1jzvWZhUa
218,0.0,@CNN,0.0,1.0,25,0.0,Sat Apr 21 23:30:15 +0000 2018,@CNN  https://t.co/Npn36C0lVs
219,0.765,@CNN,0.0,0.703,26,0.297,Sat Apr 21 23:30:14 +0000 2018,"RT @jimmy_dore: Well, since @TuckerCarlson is doing much much better reporting on Syria than @CNN , Its clear @CNN @GianlucaMezzo are obvio…"
220,0.0,@CNN,0.0,1.0,27,0.0,Sat Apr 21 23:30:12 +0000 2018,RT @HardcaseGoneApe: Are the #Democrats @DNC finished? #MAGA #Trump #NoMoreDemocrats #DNCFraudlawsuit #DNC  @CNN  @FoxNews @POTUS @MarkDice…
221,-0.7985,@CNN,0.346,0.521,28,0.133,Sat Apr 21 23:30:12 +0000 2018,"@jimmy_dore @CNN [me] PROUD to be a RADICAL!

You're ""moderate""?
So SOME rape, SOME murder, theft, slandering, lies… https://t.co/tPHbS3HSTW"
222,0.0,@CNN,0.0,1.0,29,0.0,Sat Apr 21 23:30:12 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
223,0.0,@CNN,0.0,1.0,30,0.0,Sat Apr 21 23:30:12 +0000 2018,"@CNN @VanJones68 If you ""make money"" in public office, you should INSTANTLY be investigated...#FeelTheBurn"
224,0.0,@CNN,0.0,1.0,31,0.0,Sat Apr 21 23:30:12 +0000 2018,RT @CNN: Marriage is such a big issue in China that parents can resort to extreme measures to find their children a spouse. See how Shangha…
225,-0.3182,@CNN,0.176,0.733,32,0.092,Sat Apr 21 23:30:10 +0000 2018,"RT @CNN: ""Money was always a struggle ... I never forgot what it was like to be in a family that struggles financially,"" Sen. Bernie Sander…"
226,-0.0772,@CNN,0.061,0.939,33,0.0,Sat Apr 21 23:30:08 +0000 2018,"RT @CNN: A Texas charter school is apologizing after a teacher gave an assignment to an eighth grade American History class, asking student…"
227,0.2732,@CNN,0.083,0.794,34,0.123,Sat Apr 21 23:30:08 +0000 2018,"RT @CNN: Sen. Sanders says President Trump ""is aggressively — and for cheap political gain — he is trying to divide the people of our count…"
228,0.0,@CNN,0.0,1.0,35,0.0,Sat Apr 21 23:30:08 +0000 2018,https://t.co/KJJ55BpDvR @eBay @youtube @Facebook @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/2aJVa35Qn4
229,-0.5859,@CNN,0.173,0.827,36,0.0,Sat Apr 21 23:30:06 +0000 2018,"RT @CNN: The CDC has expanded its warning about an E. coli outbreak connected to romaine lettuce to cover all forms of romaine, warning con…"
230,-0.4574,@CNN,0.187,0.813,37,0.0,Sat Apr 21 23:30:04 +0000 2018,"@CNN @BBCWorld @nytimes @washingtonpost @hrw @UNHumanRights @EU_Commission 
damn israel!
I and EVERY SINLGE MUSLIM… https://t.co/Bt4PypI1xH"
231,0.0,@CNN,0.0,1.0,38,0.0,Sat Apr 21 23:30:04 +0000 2018,@Bud__Perry @CNN It seems to be the only site so far. USAmericadaily and Steemit ran it too but it was from this or… https://t.co/yf9urbNOcy
232,0.0,@CNN,0.0,1.0,39,0.0,Sat Apr 21 23:30:04 +0000 2018,@jblevers @ScottRickhoff @side_show007 @oldairforcedude @CraigChermside @Inge_Mausi @Hotaugustknigh1 @NaomiBurke18… https://t.co/Gelou65Isl
233,0.0,@CNN,0.0,1.0,40,0.0,Sat Apr 21 23:30:03 +0000 2018,"RT @CNN: This 7-year-old girl was the only student at an Alexandria, Virginia, elementary school to participate when students across the na…"
234,-0.5267,@CNN,0.274,0.726,41,0.0,Sat Apr 21 23:30:00 +0000 2018,@CNN @ABC @CBS @NBCNews @nytimes @washingtonpost ⬅️ Stupid AF https://t.co/eLVYNkc1Ex
235,0.0,@CNN,0.0,1.0,42,0.0,Sat Apr 21 23:29:59 +0000 2018,"@CNN @VanJones68 Oh look, the guy who thought one Trump speech made him presidential interviewing the guy who agree… https://t.co/dzglkM6CUb"
236,0.0,@CNN,0.0,1.0,43,0.0,Sat Apr 21 23:29:59 +0000 2018,@VanJones68 @BernieSanders @CecileRichards @CNN He cost Hillary presidency
237,0.7351,@CNN,0.0,0.763,44,0.237,Sat Apr 21 23:29:59 +0000 2018,RT @President1Trump: #AMAZING: @CNN North Korean Reporter really lays on the praise and gives all credit to President Trump for North Korea…
238,0.0,@CNN,0.0,1.0,45,0.0,Sat Apr 21 23:29:58 +0000 2018,@CNN @VanJones68 He owns 3 homes
239,-0.1027,@CNN,0.097,0.903,46,0.0,Sat Apr 21 23:29:57 +0000 2018,"@TheBeatWithAri @MichaelAvenatti @Morning_Joe @CNNSitRoom @CNN Donald Trump, appears to think...
""Screw it. I will… https://t.co/rKWf7gPVcw"
240,-0.7404,@CNN,0.354,0.501,47,0.145,Sat Apr 21 23:29:57 +0000 2018,@realnathanvond @CNN THERE WERE NO POSITIVE ASPECTS. STOLEN FROM YOUR HOME. FORCED ON SHIPS TIED UP WITH DISEASES.… https://t.co/xCvwYW3tCF
241,0.5673,@CNN,0.0,0.831,48,0.169,Sat Apr 21 23:29:55 +0000 2018,"RT @AnOpenSecret: Investigation by @CNN shows  @YouTube allows channels promoting pedophilia! 

We have pointed this out many times!!! http…"
242,-0.8004,@CNN,0.705,0.295,49,0.0,Sat Apr 21 23:29:55 +0000 2018,@CNN More fake ass news
243,0.0,@CNN,0.0,1.0,50,0.0,Sat Apr 21 23:29:54 +0000 2018,@RoseFromPhila @jimmywhiz @CNN @VanJones68 Oh they must be doing softball practice - as in practicing the softball… https://t.co/sxVdtgHwWM
244,-0.9559,@CNN,0.494,0.506,51,0.0,Sat Apr 21 23:29:54 +0000 2018,"@jimmy_dore @CNN Sometimes you're a little goofy, but this time you're right.  This is some fucked up shit.  Scandalous, really."
245,0.0,@CNN,0.0,1.0,52,0.0,Sat Apr 21 23:29:53 +0000 2018,RT @HardcaseGoneApe: Are the #Democrats @DNC finished? #MAGA #Trump #NoMoreDemocrats #DNCFraudlawsuit #DNC  @CNN  @FoxNews @POTUS @MarkDice…
246,0.4588,@CNN,0.0,0.87,53,0.13,Sat Apr 21 23:29:49 +0000 2018,"RT @TomMorrisJr1: Verne Troyer, 'Mini-Me' in Austin Powers films, dies at 49 @CNN https://t.co/dluqWF332W
One of my favorite actors who mad…"
247,0.0,@CNN,0.0,1.0,54,0.0,Sat Apr 21 23:29:47 +0000 2018,@CNN 😳🤨🤨🤨🤨🤨🤨🤨🤨🤨
248,-0.6486,@CNN,0.29,0.609,55,0.1,Sat Apr 21 23:29:44 +0000 2018,"@UserAltum @victorfarteaga @CNN Your claim was “2002 was the pistol ban, which is why there a nice gun drop, and st… https://t.co/S0QnNZy87N"
249,0.0,@CNN,0.0,1.0,56,0.0,Sat Apr 21 23:29:43 +0000 2018,"RT @CNN: This 7-year-old girl was the only student at an Alexandria, Virginia, elementary school to participate when students across the na…"
250,0.0,@CNN,0.0,1.0,57,0.0,Sat Apr 21 23:29:42 +0000 2018,RT @MeiniDanilo: @JRothenbergTV @TheCW @cwthe100 @warnerbrostv @WarnerBrosEnt @timscanlan @DrLawyercop @The100writers @glaad @PFLAG @BuzzFe…
251,0.5904,@CNN,0.074,0.702,58,0.224,Sat Apr 21 23:29:41 +0000 2018,YES HOLD HANDS w TRUMP… see Vanity Fair piece. 23/ Especially since Peter Thiel is one of Trump’s most senior advis… https://t.co/eCQ4DZ5nsA
252,-0.3182,@CNN,0.141,0.859,59,0.0,Sat Apr 21 23:29:39 +0000 2018,@JulieAnnLily @pdacosta @ericgarland @CNN @RandPaul @FBIWFO Neolib believes critical thinking skill equates to sidi… https://t.co/4kbVGya6jN
